T,"Route Desc","Part Number",Procurement,"Serial Number","Customer Ref",Ordered,"To Ship","Customer PN","Unit Price",Exchange,Cost,"SO Number",Company,Code,Site,Date,Ship,Category,CD,"SO Open","Currency Value","Total Price","Total Cur Price"
S,"Part Sale",3229582JP-2,BUY,,,1,1,3229582JP-2,174.6,1,64,8874,"Aerotron Airpower",AA2,_,9/23/2009,,_,NE,X,174.6,174.6,174.6
S,"Part Sale",3238470JP-21,BUY,,,1,0,3238470JP-21,2178,1,0,8875,"Aerotron Airpower",AA2,_,9/23/2009,,_,NE,X,2178,2178,2178
S,"Part Sale",690200JP-4,BUY,,,5,5,690200JP-4,350,1,50.25,8876,"Aerotron Airpower",AA2,_,9/23/2009,,_,NE,X,350,1750,1750
S,"Part Sale",3163268JP-4,BUY,,,9,9,3163268JP-4,155,1,44,8878,"Aerotron Airpower",AA2,_,9/23/2009,,_,NE,X,155,1395,1395
S,"Part Sale",857621JP-2,BUY,,,4,4,857621JP-2,69,1,18.85,8870,"American Airlines, INC",AAIR,_,9/23/2009,,_,NE,X,69,276,276
S,"Part Sale",88373A,BUY,,,2,0,88373A,795,1,399,8871,"Mesa Airlines",MA3,_,9/23/2009,9/25/2009,_,NE,,795,1590,1590
S,"Part Sale",754691JP-1,BUY,,,1,0,754691JP-1,475,1,295,8872,"Mesa Airlines",MA3,_,9/23/2009,9/25/2009,_,NE,,475,475,475
S,"Part Sale",778839JP-20,BUY,,,2,0,778839JP-20,252,1,70.37,8877,"Delta Air Lines, Inc.",DALI1,_,9/23/2009,9/24/2009,_,NE,,252,504,504
S,"Part Sale",788105JP-1,BUY,,,1,0,788105JP-1,414,1,0,8879,"Delta Air Lines, Inc.",DALI1,_,9/23/2009,9/24/2009,_,NE,,414,414,414
S,"Part Sale",684-533-9008JP,BUY,,,3,0,684-533-9008JP,420,1,200.76,8880,"Delta Air Lines, Inc.",DALI1,_,9/23/2009,9/24/2009,_,NE,,420,1260,1260
S,"Part Sale",P00568,BUY,,,1,0,P00568,140,1,91,8881,"Delta Air Lines, Inc.",DALI1,_,9/23/2009,9/24/2009,_,NE,,140,140,140
S,"Part Sale",3179818JP-1,BUY,,,2,0,3179818JP-1,270,1,26.5,8882,"Delta Air Lines, Inc.",DALI1,_,9/23/2009,9/24/2009,_,NE,,270,540,540
S,"Part Sale",858885JP-3,BUY,,,5,0,858885JP-3,22,1,0,8883,"Perform Air International",PAI1,_,9/23/2009,9/24/2009,_,NE,,22,110,110
S,"Part Sale",3173777JP-2,BUY,,,2,0,3173777JP-2,107,1,60,8884,"AE&C Services",AS1,_,9/23/2009,9/24/2009,_,NE,,107,214,214
S,"Part Sale",858885JP-3,BUY,,,6,0,858885JP-3,22,1,8.37,8884,"AE&C Services",AS1,_,9/23/2009,9/24/2009,_,NE,,22,132,132
S,"Part Sale",3174502JP-1,BUY,,,3,0,3174502JP-1,68,1,22,8884,"AE&C Services",AS1,_,9/23/2009,9/24/2009,_,NE,,68,204,204
S,"Part Sale",3163666JP-4,BUY,,,3,0,3163666JP-4,95,1,28,8884,"AE&C Services",AS1,_,9/23/2009,9/24/2009,_,NE,,95,285,285
S,"Part Sale",3163812JP-2,BUY,,,1,0,3163812JP-2,315,1,0,8885,"AMETEK HSA, Inc",HSA1,_,9/23/2009,9/24/2009,_,NE,,315,315,315
S,"Part Sale",3179817JP-1,BUY,,,1,0,3179817JP-1,191,1,31.4,8885,"AMETEK HSA, Inc",HSA1,_,9/23/2009,9/24/2009,_,NE,,191,191,191
S,"Part Sale",FA07-43700-6,BUY,,,2,0,FA07-43700-6,1150,1,868.25,8886,"Accessory Technologies Corporation",ATC,_,9/23/2009,9/24/2009,_,NE,,1150,2300,2300
S,"Part Sale",SYLC1532FA,BUY,,,1,0,SYLC1532FA,350,1,264.25,8886,"Accessory Technologies Corporation",ATC,_,9/23/2009,9/24/2009,_,NE,,350,350,350
S,"Part Sale",88373A,BUY,,,4,0,88373A,550,1,399,8887,"Pinnacle Airlines",PINA,_,9/23/2009,9/24/2009,_,NE,,550,2200,2200
S,"Part Sale",3233534JP-1,BUY,,,1,0,3233534JP-1,1475,1,165,8888,"Triumph Accessory Services",TAS2,_,9/23/2009,9/25/2009,_,NE,,1475,1475,1475
S,"Part Sale",3233543JP-1,BUY,,,1,0,3233543JP-1,785,1,0,8888,"Triumph Accessory Services",TAS2,_,9/23/2009,9/25/2009,_,NE,,785,785,785
S,"Part Sale",88373A,BUY,,,2,0,88373A,621,1,399,8889,"Skywest Airlines",SKYW,_,9/23/2009,9/30/2009,_,NE,,621,1242,1242
S,"Part Sale",88373A,BUY,,,1,0,88373A,621,1,399,8890,"Skywest Airlines",SKYW,_,9/23/2009,9/30/2009,_,NE,,621,621,621
S,"Part Sale",3238470JP-23,BUY,,,8,0,3238470JP-23,122,1,25.64,8891,"Northwings Accessories Corp.",NA1,_,9/23/2009,9/25/2009,_,NE,,122,976,976
S,"Part Sale",3238470JP-27,BUY,,,16,0,3238470JP-27,170,1,20.04,8891,"Northwings Accessories Corp.",NA1,_,9/23/2009,9/25/2009,_,NE,,170,2720,2720
S,"Part Sale",3238470JP-27,BUY,,,2,0,3238470JP-27,170,1,20.04,8891,"Northwings Accessories Corp.",NA1,_,9/23/2009,9/25/2009,_,NE,,170,340,340
S,"Part Sale",3238470JP-23,BUY,,,3,0,3238470JP-23,122,1,25.64,8891,"Northwings Accessories Corp.",NA1,_,9/23/2009,9/25/2009,_,NE,,122,366,366
S,"Part Sale",M104HX313,BUY,,,13,0,M104HX313,445,1,246.67,8905,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,445,5785,5785
S,"Part Sale",M104HX313,BUY,,,13,0,M104HX313,445,1,246.67,8906,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/30/2009,_,NE,,445,5785,5785
S,"Part Sale",974345JP,BUY,,,15,0,974345JP,69,1,0.55,8904,"Future Aviation Inc.",FAI,_,9/24/2009,9/25/2009,_,NE,,69,1035,1035
S,"Part Sale",890571JP,BUY,,,15,0,890571JP,95,1,4.76,8904,"Future Aviation Inc.",FAI,_,9/24/2009,9/25/2009,_,NE,,95,1425,1425
S,"Part Sale",624912JP,BUY,,,20,0,624912JP,14.95,1,1.06,8904,"Future Aviation Inc.",FAI,_,9/24/2009,9/25/2009,_,NE,,14.95,299,299
S,"Part Sale",3029021JP-001,BUY,,,10,0,3029021JP-001,67,1,0.36,8904,"Future Aviation Inc.",FAI,_,9/24/2009,9/25/2009,_,NE,,67,670,670
S,"Part Sale",348024JP,BUY,,,30,0,348024JP,44,1,0.46,8904,"Future Aviation Inc.",FAI,_,9/24/2009,9/25/2009,_,NE,,44,1320,1320
S,"Part Sale",10-900-28A-2,BUY,,,3,0,10-900-28A-2,48.5,1,39.5,8903,Comair,COMAIR,_,9/24/2009,9/24/2009,_,NE,,48.5,145.5,145.5
S,"Part Sale",228-50915-101JP,BUY,,,85,0,228-50915-101JP,18,1,5.5,8902,Comair,COMAIR,_,9/24/2009,9/24/2009,_,NE,,18,1530,1530
S,"Part Sale",214633JP-1,BUY,,,1,0,214633JP-1,750,1,288.72,8901,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,750,750,750
S,"Part Sale",214636JP-1,BUY,,,1,0,214636JP-1,375,1,149.07,8900,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,375,375,375
S,"Part Sale",P00018,BUY,,,4,0,P00018,157,1,90.9,8899,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,157,628,628
S,"Part Sale",684-533-9008JP,BUY,,,1,0,684-533-9008JP,420,1,200.76,8898,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,420,420,420
S,"Part Sale",P00568,BUY,,,1,0,P00568,140,1,91,8897,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,140,140,140
S,"Part Sale",3179817JP-1,BUY,,,4,0,3179817JP-1,100,1,31.4,8896,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,100,400,400
S,"Part Sale",858886JP-42,BUY,,,3,0,858886JP-42,94,1,36,8895,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,94,282,282
S,"Part Sale",858886JP-42,BUY,,,28,0,858886JP-42,94,1,36,8894,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/29/2009,_,NE,,94,2632,2632
S,"Part Sale",3179818JP-1,BUY,,,7,0,3179818JP-1,270,1,26.5,8893,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,270,1890,1890
S,"Part Sale",3163811JP-5,BUY,,,33,0,3163811JP-5,50,1,20.28,8892,"Delta Air Lines, Inc.",DALI1,_,9/24/2009,9/25/2009,_,NE,,50,1650,1650
S,"Part Sale",APM9EL455051-03,BUY,,,1,0,APM9EL455051-03,3000,1,2150,8909,Comair,COMAIR,_,9/24/2009,10/1/2009,_,NE,,3000,3000,3000
S,"Part Sale",379253JP,BUY,,,1,0,379253JP,159,1,106.44,8908,"Overhaul Accessory Company",OAC1,_,9/24/2009,9/24/2009,_,NE,,159,159,159
S,"Part Sale",3238470JP-21,BUY,,,3,0,3238470JP-21,2484,1,0,8907,"Northwings Accessories Corp.",NA1,_,9/24/2009,,_,NE,X,2484,7452,7452
S,"Part Sale",3175956JP-3,BUY,,,1,0,3175956JP-3,1649,1,241.68,8911,"EMC Aerospace",EA2,_,9/25/2009,9/25/2009,_,NE,,1649,1649,1649
S,"Part Sale",890571JP,BUY,,,3,0,890571JP,95,1,4.76,8912,"Thrust-Tech Aviation, Inc.",TAI1,_,9/25/2009,9/25/2009,_,NE,,95,285,285
S,"Part Sale",3238470JP-27,BUY,,,2,0,3238470JP-27,176,1,20.04,8913,"AAR  Amsterdam",A18,_,9/25/2009,9/25/2009,_,NE,,176,352,352
S,"Part Sale",974386JP-6,BUY,,,2,0,974386JP-6,419,1,87.95,8914,"Atlas Aerospace Accessories, Inc.",AAAI1,_,9/25/2009,9/25/2009,_,NE,,419,838,838
S,"Part Sale",684-533-9008JP,BUY,,,2,0,684-533-9008JP,420,1,200.76,8915,"Delta Air Lines, Inc.",DALI1,_,9/25/2009,9/25/2009,_,NE,,420,840,840
S,"Part Sale",2748045-1FA,BUY,,,6,0,2748045-1FA,127,1,86.83,8910,"GA Telesis CR Group SE, LLC",CW1,_,9/25/2009,9/25/2009,_,NE,,127,762,762
S,"Part Sale",3504845JP-3,BUY,,,2,0,3504845JP-3,4986,1,349.2,8917,"Delta Air Lines, Inc.",DALI1,_,9/25/2009,9/25/2009,_,NE,,4986,9972,9972
S,"Part Sale",3179818JP-1,BUY,,,1,0,3179818JP-1,219,1,26.5,8918,"AMETEK HSA, Inc",HSA1,_,9/25/2009,9/25/2009,_,NE,,219,219,219
S,"Part Sale",974345JP,BUY,,,4,0,974345JP,69,1,0.55,8919,"AAR Aircraft Components Services",AACS2,_,9/25/2009,9/25/2009,_,NE,,69,276,276
S,"Part Sale",601R21145JP-2,BUY,,,4,0,601R21145JP-2,125,1,53.9,8920,"Skywest Airlines",SKYW,_,9/25/2009,9/30/2009,_,NE,,125,500,500
S,"Part Sale",3174501JP-1,BUY,,,3,0,3174501JP-1,152,1,78.21,8916,"Delta Air Lines, Inc.",DALI1,_,9/25/2009,9/25/2009,_,NE,,152,456,456
S,"Part Sale",152532JP,BUY,,,56,56,152532JP,38,1,9.65,8921,"American Airlines, INC",AAIR,_,9/28/2009,,_,NE,X,38,2128,2128
S,"Part Sale",2793916JP-101,BUY,,,2,0,2793916JP-101,523,1,39.16,8922,"Aero Technologies, LLC",ATL1,_,9/28/2009,9/29/2009,_,NE,,523,1046,1046
S,"Part Sale",5823514JP-101,BUY,,,1,0,5823514JP-101,887,1,71,8922,"Aero Technologies, LLC",ATL1,_,9/28/2009,9/29/2009,_,NE,,887,887,887
S,"Part Sale",690200JP-4,BUY,,,1,0,690200JP-4,444,1,50.25,8922,"Aero Technologies, LLC",ATL1,_,9/28/2009,9/29/2009,_,NE,,444,444,444
S,"Part Sale",P00789,BUY,,,10,0,P00789,23.8,1,17.43,8923,"Delta Air Lines, Inc.",DALI1,_,9/28/2009,9/29/2009,_,NE,,23.8,238,238
S,"Part Sale",1700199JP,BUY,,,2,0,1700199JP,2445,1,731.25,8924,Aerosource,AROS,_,9/28/2009,9/29/2009,_,NE,,2445,4890,4890
S,"Part Sale",858885JP-3,BUY,,,1,0,858885JP-3,22,1,0,8925,"Real Aerovias Brasil",RAB1,_,9/28/2009,10/8/2009,_,NE,,22,22,22
S,"Part Sale",3163666JP-4,BUY,,,1,0,3163666JP-4,95,1,28,8925,"Real Aerovias Brasil",RAB1,_,9/28/2009,10/8/2009,_,NE,,95,95,95
S,"Part Sale",228-50763-101JP,BUY,,,30,0,228-50763-101JP,54,1,16.2,8926,Comair,COMAIR,_,9/28/2009,10/5/2009,_,NE,,54,1620,1620
M,"Credit Memo",3181768JP-1,BUY,,,-1,0,3181768JP-1,392,1,117,8141,"Lufthansa Technik",LT1,_,9/28/2009,9/28/2009,_,NE,,392,-392,-392
S,"Part Sale",80787FA,BUY,,,1,0,80787FA,350,1,264.25,8927,"Accessory Technologies Corporation",ATC,_,9/28/2009,9/30/2009,_,NE,,350,350,350
S,"Part Sale",3163811JP-3,BUY,,,1,0,3163811JP-3,60,1,18.95,8940,"Aviation Representatives",AR2,_,9/29/2009,9/30/2009,_,NE,,60,60,60
M,"Credit Memo",3163811JP-7,BUY,,,-1,0,3163811JP-7,150,1,29.1,8801,"Atlas Aerospace Accessories, Inc.",AAAI1,_,9/29/2009,9/29/2009,_,NE,X,150,-150,-150
M,"Credit Memo",3179816JP-1,BUY,,,-2,0,3179816JP-1,87,1,32,8801,"Atlas Aerospace Accessories, Inc.",AAAI1,_,9/29/2009,9/29/2009,_,NE,X,87,-174,-174
M,"Credit Memo",3179817JP-1,BUY,,,-2,0,3179817JP-1,191,1,31.4,8801,"Atlas Aerospace Accessories, Inc.",AAAI1,_,9/29/2009,9/29/2009,_,NE,X,191,-382,-382
M,"Credit Memo",3179818JP-1,BUY,,,-2,0,3179818JP-1,219,1,26.5,8801,"Atlas Aerospace Accessories, Inc.",AAAI1,_,9/29/2009,9/29/2009,_,NE,X,219,-438,-438
S,"Part Sale",753314JP-6,BUY,,,5,0,753314JP-6,224,1,61.5,8928,"AMETEK HSA, Inc",HSA1,_,9/29/2009,9/30/2009,_,NE,,224,1120,1120
S,"Part Sale",757485AVS,BUY,,,2,0,757485AVS,575,1,218,8803,"L. J. Walch Company, Inc.",LJWC1,_,9/29/2009,9/30/2009,_,NE,,575,1150,1150
S,"Part Sale",3507162JP-1,BUY,,,6,0,3507162JP-1,359.1,1,39,8929,"Star Tech Holdings Limited",STHL1,,9/29/2009,10/1/2009,_,NE,,359.1,2154.6,2154.6
S,"Part Sale",3504845JP-3,BUY,,,1,0,3504845JP-3,6103.75,1,349.2,8929,"Star Tech Holdings Limited",STHL1,,9/29/2009,10/1/2009,_,NE,,6103.75,6103.75,6103.75
S,"Part Sale",3507463JP-1,BUY,,,1,0,3507463JP-1,9457.25,1,1750,8929,"Star Tech Holdings Limited",STHL1,,9/29/2009,10/1/2009,_,NE,,9457.25,9457.25,9457.25
S,"Part Sale",3504903JP-1,BUY,,,2,0,3504903JP-1,806.55,1,25.45,8929,"Star Tech Holdings Limited",STHL1,,9/29/2009,10/1/2009,_,NE,,806.55,1613.1,1613.1
S,"Part Sale",3176800JP-1,BUY,,,4,0,3176800JP-1,185,1,27,8930,"Aero Technologies, LLC",ATL1,_,9/29/2009,9/30/2009,_,NE,,185,740,740
S,"Part Sale",3176803JP-1,BUY,,,4,0,3176803JP-1,319,1,80.34,8930,"Aero Technologies, LLC",ATL1,_,9/29/2009,9/30/2009,_,NE,,319,1276,1276
S,"Part Sale",3177905JP-1,BUY,,,4,0,3177905JP-1,649,1,105,8930,"Aero Technologies, LLC",ATL1,_,9/29/2009,9/30/2009,_,NE,,649,2596,2596
S,"Part Sale",3179387JP-2,BUY,,,4,0,3179387JP-2,628,1,98.5,8930,"Aero Technologies, LLC",ATL1,_,9/29/2009,9/30/2009,_,NE,,628,2512,2512
S,"Part Sale",10-900-53A-2,BUY,,,5,0,10-900-53A-2,32,1,23.75,8931,Comair,COMAIR,_,9/29/2009,9/29/2009,_,NE,,32,160,160
S,"Part Sale",379253JP,BUY,,,2,0,379253JP,237,1,106.44,8932,"Delta Air Lines, Inc.",DALI1,_,9/29/2009,10/2/2009,_,NE,,237,474,474
S,"Part Sale",151270JP,BUY,,,9,0,151270JP,76,1,36.13,8933,"Delta Air Lines, Inc.",DALI1,_,9/29/2009,9/30/2009,_,NE,,76,684,684
S,"Part Sale",684-533-9008JP,BUY,,,4,0,684-533-9008JP,420,1,200.76,8934,"Delta Air Lines, Inc.",DALI1,_,9/29/2009,9/30/2009,_,NE,,420,1680,1680
S,"Part Sale",3179818JP-1,BUY,,,8,0,3179818JP-1,270,1,26.5,8935,"Delta Air Lines, Inc.",DALI1,_,9/29/2009,9/30/2009,_,NE,,270,2160,2160
S,"Part Sale",806164JP-1,BUY,,,20,0,806164JP-1,13,1,9.2,8936,"Delta Air Lines, Inc.",DALI1,_,9/29/2009,9/30/2009,_,NE,,13,260,260
S,"Part Sale",3179816JP-1,BUY,,,19,0,3179816JP-1,114,1,32,8937,"Delta Air Lines, Inc.",DALI1,_,9/29/2009,9/30/2009,_,NE,,114,2166,2166
S,"Part Sale",601R10179JP-1,BUY,,,5,0,601R10179JP-1,29,1,21,8938,"Pinnacle Airlines",PINA,_,9/29/2009,9/30/2009,_,NE,,29,145,145
S,"Part Sale",601R21145JP-2,BUY,,,6,0,601R21145JP-2,135,1,53.9,8939,"Pinnacle Airlines",PINA,_,9/29/2009,9/30/2009,_,NE,,135,810,810
S,"Part Sale",3163812JP-4,BUY,,,1,0,3163812JP-4,350,1,48,8940,"Aviation Representatives",AR2,_,9/29/2009,9/30/2009,_,NE,,350,350,350
S,"Part Sale",872-0020JP,BUY,,,15,15,872-0020JP,220,1,47,8941,"Lufthansa Technik",LT1,_,9/30/2009,,_,NE,X,220,3300,3300
S,"Part Sale",3177656JP-1,BUY,,,4,0,3177656JP-1,55,1,14.3,8957,"American Cooler Service, Inc",ACSI1,_,9/30/2009,9/30/2009,_,NE,,55,220,220
S,"Part Sale",974386JP-6,BUY,,,20,0,974386JP-6,420,1,87.95,8943,"Aero Technologies, LLC",ATL1,_,9/30/2009,9/30/2009,_,NE,,420,8400,8400
S,"Part Sale",3163666JP-4,BUY,,,1,0,3163666JP-4,95,1,28,8944,"Sherwood Avionics and Accessories",SAaA1,_,9/30/2009,9/30/2009,_,NE,,95,95,95
S,"Part Sale",3163268JP-11,BUY,,,6,6,3163268JP-11,143.1,1,54,8945,"Aerotron Airpower",AA2,_,9/30/2009,,_,NE,X,143.1,858.6,858.6
S,"Part Sale",38022700,BUY,,,1,0,38022700,1760,1,1364,8946,"Avion Systems, Inc.",ASI5,,9/30/2009,10/5/2009,_,NE,,1760,1760,1760
S,"Part Sale",749094JP-1,BUY,,,15,0,749094JP-1,85,1,36,8947,"Delta Air Lines, Inc.",DALI1,_,9/30/2009,9/30/2009,_,NE,,85,1275,1275
S,"Part Sale",3179817JP-1,BUY,,,7,0,3179817JP-1,100,1,31.4,8948,"Delta Air Lines, Inc.",DALI1,_,9/30/2009,9/30/2009,_,NE,,100,700,700
S,"Part Sale",214637JP-1,BUY,,,1,0,214637JP-1,446,1,157.02,8949,"Delta Air Lines, Inc.",DALI1,_,9/30/2009,10/5/2009,_,NE,,446,446,446
S,"Part Sale",214636JP-1,BUY,,,3,0,214636JP-1,375,1,149.07,8950,"Delta Air Lines, Inc.",DALI1,_,9/30/2009,9/30/2009,_,NE,,375,1125,1125
S,"Part Sale",757483JP,BUY,,,1,0,757483JP,3299,1,743,8951,"Avborne Accessory Group, Inc.",AAGI1,_,9/30/2009,9/30/2009,_,NE,,3299,3299,3299
S,"Part Sale",757484JP,BUY,,,1,0,757484JP,3299,1,740,8951,"Avborne Accessory Group, Inc.",AAGI1,_,9/30/2009,9/30/2009,_,NE,,3299,3299,3299
S,"Part Sale",757485AVS,BUY,,,2,0,757485AVS,575,1,218,8951,"Avborne Accessory Group, Inc.",AAGI1,_,9/30/2009,9/30/2009,_,NE,,575,1150,1150
S,"Part Sale",3163268JP-11,BUY,,,2,0,3163268JP-11,179,1,54,8952,"Thrust-Tech Aviation, Inc.",TAI1,_,9/30/2009,9/30/2009,_,NE,,179,358,358
S,"Part Sale",872-0020JP,BUY,,,15,0,872-0020JP,220,1,47,8953,"Lufthansa Technik",LT1,_,9/30/2009,10/8/2009,_,NE,,220,3300,3300
S,"Part Sale",601R21145JP-2,BUY,,,5,0,601R21145JP-2,125,1,53.9,8954,"Skywest Airlines",SKYW,_,9/30/2009,10/2/2009,_,NE,,125,625,625
S,"Part Sale",2793856JP-101,BUY,,,1,0,2793856JP-101,308,1,22.5,8955,"GA Telesis CR Group SE, LLC",CW1,_,9/30/2009,9/30/2009,_,NE,,308,308,308
S,"Part Sale",2793916JP-101,BUY,,,1,0,2793916JP-101,556,1,39.16,8955,"GA Telesis CR Group SE, LLC",CW1,_,9/30/2009,9/30/2009,_,NE,,556,556,556
S,"Part Sale",601R21145JP-1,BUY,,,8,0,601R21145JP-1,125,1,52.4,8956,"Skywest Airlines",SKYW,_,9/30/2009,10/5/2009,_,NE,,125,1000,1000
S,"Part Sale",3172227JP-4,BUY,,,4,0,3172227JP-4,38,1,0,8957,"American Cooler Service, Inc",ACSI1,_,9/30/2009,9/30/2009,_,NE,,38,152,152
S,"Part Sale",3173777JP-2,BUY,,,3,0,3173777JP-2,119,1,60,8957,"American Cooler Service, Inc",ACSI1,_,9/30/2009,9/30/2009,_,NE,,119,357,357
S,"Part Sale",857621JP-2,BUY,,,6,0,857621JP-2,69,1,9.43,8942,"American Airlines, INC",AAIR,_,9/30/2009,9/30/2009,_,NE,,69,414,414
S,"Part Sale",3175956JP-3,BUY,,,1,0,3175956JP-3,1649,1,241.68,8967,"EMC Aerospace",EA2,_,10/1/2009,10/1/2009,_,NE,,1649,1649,1649
S,"Part Sale",2047168-8FA,BUY,,,1,0,2047168-8FA,159,1,127.6,8971,"Aero Pneudraulics, Inc.",API,_,10/1/2009,10/1/2009,_,NE,,159,159,159
S,"Part Sale",P00568,BUY,,,3,0,P00568,140,1,91,8965,"Delta Air Lines, Inc.",DALI1,_,10/1/2009,10/1/2009,_,NE,,140,420,420
S,"Part Sale",890519JP,BUY,,,5,0,890519JP,164,1,4.89,8964,"Delta Air Lines, Inc.",DALI1,_,10/1/2009,10/1/2009,_,NE,,164,820,820
S,"Part Sale",152532JP,BUY,,,9,0,152532JP,32,1,9.65,8963,"Delta Air Lines, Inc.",DALI1,_,10/1/2009,10/5/2009,_,NE,,32,288,288
S,"Part Sale",774605JP-3,BUY,,,1,0,774605JP-3,360,1,77.78,8962,"Delta Air Lines, Inc.",DALI1,_,10/1/2009,10/1/2009,_,NE,,360,360,360
S,"Part Sale",749093JP-1,BUY,,,15,0,749093JP-1,82,1,46.6,8961,"Delta Air Lines, Inc.",DALI1,_,10/1/2009,10/1/2009,_,NE,,82,1230,1230
S,"Part Sale",857626JP-4,BUY,,,6,6,857626JP-4,112,1,13.32,8960,"American Airlines, INC",AAIR,_,10/1/2009,,_,NE,X,112,672,672
S,"Part Sale",887346JP,BUY,,,2,0,887346JP,219,1,109,8959,"Aviatron Inc.",AVII,_,10/1/2009,10/1/2009,_,NE,,219,438,438
S,"Part Sale",601R21145JP-1,BUY,,,3,0,601R21145JP-1,120,1,52.4,8958,"Skywest Airlines",SKYW,_,10/1/2009,10/5/2009,_,NE,,120,360,360
M,"Credit Memo",3175956JP-3,BUY,,,-1,0,3175956JP-3,1898,1,241.68,7664,"Aero Technologies, LLC",ATL1,_,10/1/2009,10/1/2009,_,NE,,1898,-1898,-1898
M,"Credit Memo",3175956JP-3,BUY,,,-1,0,3175956JP-3,1898,1,241.68,7762,"Aero Technologies, LLC",ATL1,_,10/1/2009,10/1/2009,_,NE,,1898,-1898,-1898
S,"Part Sale",2047168-8FA,BUY,,,1,0,2047168-8FA,159,1,127.6,8967,"EMC Aerospace",EA2,_,10/1/2009,10/1/2009,_,NE,,159,159,159
S,"Part Sale",3163811JP-5,BUY,,,25,0,3163811JP-5,50,1,20.28,8968,"Lufthansa Technik",LT1,_,10/1/2009,10/8/2009,_,NE,,50,1250,1250
S,"Part Sale",405243JP,BUY,,,10,0,405243JP,77,1,19.95,8969,"Future Aviation Inc.",FAI,_,10/1/2009,10/1/2009,_,NE,,77,770,770
S,"Part Sale",3234752JP-3,BUY,,,1,0,3234752JP-3,925,1,163,8970,"Steven Enterprises Group, Inc",SEGI1,_,10/1/2009,10/1/2009,_,NE,,925,925,925
S,"Part Sale",151270JP,BUY,,,6,0,151270JP,76,1,36.13,8966,"Delta Air Lines, Inc.",DALI1,_,10/1/2009,10/1/2009,_,NE,,76,456,456
S,"Part Sale",3183387JP-1,BUY,,,1,0,3183387JP-1,725,1,80.61,8985,"GA Telesis CR Group SE, LLC",CW1,_,10/2/2009,10/2/2009,_,NE,,725,725,725
S,"Part Sale",329282JP,BUY,,,12,0,329282JP,50,1,0.89,8982,"Delta Air Lines, Inc.",DALI1,_,10/2/2009,10/2/2009,_,NE,,50,600,600
