T,"Route Desc","Part Number",Procurement,"Serial Number","Customer Ref",Ordered,"To Ship","Customer PN","Unit Price",Exchange,Cost,"SO Number",Company,Code,Site,Date,Ship,Category,CD,"SO Open","Currency Value","Total Price","Total Cur Price"
S,"Part Sale",778839JP-20,BUY,,,5,0,778839JP-20,252,1,64.6,8981,"Delta Air Lines, Inc.",DALI1,_,10/2/2009,10/2/2009,_,NE,,252,1260,1260
S,"Part Sale",SYLC1532FA,BUY,,,5,0,SYLC1532FA,412.5,1,264.25,8980,"Future Aviation Inc.",FAI,_,10/2/2009,10/2/2009,_,NE,,412.5,2062.5,2062.5
S,"Part Sale",3175956JP-4,BUY,,,1,1,3175956JP-4,1019,1,0,8979,"Aero Inventory",AI1,_,10/2/2009,,_,NE,X,1019,1019,1019
S,"Part Sale",857621JP-2,BUY,,,8,8,857621JP-2,69,1,18.85,8978,"American Airlines, INC",AAIR,_,10/2/2009,,_,NE,X,69,552,552
S,"Part Sale",88373A,BUY,,,1,0,88373A,621,1,399,8977,"Skywest Airlines",SKYW,_,10/2/2009,10/6/2009,_,NE,,621,621,621
S,"Part Sale",88373A,BUY,,,1,0,88373A,550,1,399,8976,"Pinnacle Airlines",PINA,_,10/2/2009,10/2/2009,_,NE,,550,550,550
S,"Part Sale",88373A,BUY,,,7,0,88373A,550,1,399,8975,"Pinnacle Airlines",PINA,_,10/2/2009,10/2/2009,_,NE,,550,3850,3850
S,"Part Sale",757484JP,BUY,,,6,0,757484JP,2580,1,0,8974,"United Airlines, Inc.",UAI2,_,10/2/2009,,_,NE,X,2580,15480,15480
S,"Part Sale",757484JP,BUY,,,6,0,757484JP,2580,1,0,8973,"United Airlines, Inc.",UAI2,_,10/2/2009,,_,NE,X,2580,15480,15480
S,"Part Sale",757484JP,BUY,,,21,3,757484JP,2580,1,740,8972,"United Airlines, Inc.",UAI2,_,10/2/2009,,_,NE,X,2580,54180,54180
S,"Part Sale",753314JP-6,BUY,,,1,0,753314JP-6,259,1,61.5,8984,"Avborne Accessory Group, Inc.",AAGI1,_,10/2/2009,10/2/2009,_,NE,,259,259,259
S,"Part Sale",3177656JP-1,BUY,,,1,1,3177656JP-1,73,1,14.3,8986,"Jet Accessories Technicians, Inc.",JATI1,_,10/5/2009,,_,NE,X,73,73,73
S,"Part Sale",3175956JP-4,BUY,,,10,10,3175956JP-4,787,1,281.49,8987,"Lufthansa Technik",LT1,_,10/5/2009,,_,NE,X,787,7870,7870
S,"Part Sale",362546JP,BUY,,,1,0,362546JP,1817,1,300,9001,"Future Aviation Inc.",FAI,_,10/5/2009,10/6/2009,_,NE,,1817,1817,1817
S,"Part Sale",341659JP,BUY,,,1,0,341659JP,809,1,88.64,9001,"Future Aviation Inc.",FAI,_,10/5/2009,10/6/2009,_,NE,,809,809,809
S,"Part Sale",297033JP,BUY,,,2,0,297033JP,119,1,33.78,9001,"Future Aviation Inc.",FAI,_,10/5/2009,10/6/2009,_,NE,,119,238,238
S,"Part Sale",887263JP,BUY,,,1,0,887263JP,114,1,8.49,9001,"Future Aviation Inc.",FAI,_,10/5/2009,10/6/2009,_,NE,,114,114,114
S,"Part Sale",3163268JP-4,BUY,,,4,0,3163268JP-4,155,1,44,9000,"Accessory Technologies Corporation",ATC,_,10/5/2009,10/6/2009,_,NE,,155,620,620
S,"Part Sale",3165433JP-1,BUY,,,1,1,3165433JP-1,54,1,25.25,8999,"Aerotron Airpower",AA2,_,10/5/2009,,_,NE,X,54,54,54
S,"Part Sale",3165433JP-1,BUY,,,1,1,3165433JP-1,54,1,25.25,8998,"Aerotron Airpower",AA2,_,10/5/2009,,_,NE,X,54,54,54
S,"Part Sale",3163268JP-11,BUY,,,6,6,3163268JP-11,143.1,1,54,8997,"Aerotron Airpower",AA2,_,10/5/2009,,_,NE,X,143.1,858.6,858.6
S,"Part Sale",3175956JP-3,BUY,,,1,0,3175956JP-3,1749,1,241.68,8995,"World Wide Accessories",WWA,_,10/5/2009,10/5/2009,_,NE,,1749,1749,1749
S,"Part Sale",88373A,BUY,,,1,0,88373A,621,1,399,8996,"Skywest Airlines",SKYW,_,10/5/2009,10/8/2009,_,NE,,621,621,621
S,"Part Sale",3175956JP-3,BUY,,,3,0,3175956JP-3,1195,1,241.68,8988,"Lufthansa Technik",LT1,_,10/5/2009,10/12/2009,_,NE,,1195,3585,3585
S,"Part Sale",887299JP,BUY,,,5,0,887299JP,124,1,54,8989,"Aviatron Inc.",AVII,_,10/5/2009,10/5/2009,_,NE,,124,620,620
S,"Part Sale",2793856JP-101,BUY,,,3,0,2793856JP-101,214,1,22.5,8990,"Delta Air Lines, Inc.",DALI1,_,10/5/2009,10/5/2009,_,NE,,214,642,642
S,"Part Sale",571056JP,BUY,,,2,0,571056JP,96,1,47.95,8991,"Delta Air Lines, Inc.",DALI1,_,10/5/2009,10/5/2009,_,NE,,96,192,192
S,"Part Sale",379251JP,BUY,,,7,0,379251JP,237,1,106.44,8992,"Delta Air Lines, Inc.",DALI1,_,10/5/2009,10/5/2009,_,NE,,237,1659,1659
S,"Part Sale",KJB990603V,BUY,,,5,0,KJB990603V,38.74,1,17.6,8993,Comair,COMAIR,_,10/5/2009,10/5/2009,_,NE,,38.74,193.7,193.7
S,"Part Sale",KJB990903V,BUY,,,12,0,KJB990903V,38.74,1,25,8993,Comair,COMAIR,_,10/5/2009,10/5/2009,_,NE,,38.74,464.88,464.88
S,"Part Sale",P00022,BUY,,,1,0,P00022,133,1,85.5,9004,"Delta Air Lines, Inc.",DALI1,_,10/6/2009,10/6/2009,_,NE,,133,133,133
S,"Part Sale",P00021,BUY,,,3,0,P00021,102,1,56.7,9003,"Delta Air Lines, Inc.",DALI1,_,10/6/2009,10/6/2009,_,NE,,102,306,306
S,"Part Sale",3173777JP-2,BUY,,,2,0,3173777JP-2,129,1,60,9002,"Delta Air Lines, Inc.",DALI1,_,10/6/2009,10/8/2009,_,NE,,129,258,258
S,"Part Sale",3179816JP-1,BUY,,,2,0,3179816JP-1,87,1,32,9011,"Aero Technologies, LLC",ATL1,_,10/6/2009,10/6/2009,_,NE,,87,174,174
S,"Part Sale",601R21145JP-2,BUY,,,8,0,601R21145JP-2,135,1,53.9,9010,"Pinnacle Airlines",PINA,_,10/6/2009,10/6/2009,_,NE,,135,1080,1080
S,"Part Sale",645134JP-1,BUY,,,1,0,645134JP-1,1985,1,0,9011,"Aero Technologies, LLC",ATL1,_,10/6/2009,10/6/2009,_,NE,,1985,1985,1985
S,"Part Sale",601R21145JP-1,BUY,,,5,0,601R21145JP-1,125,1,52.4,9008,"Pinnacle Airlines",PINA,_,10/6/2009,10/6/2009,_,NE,,125,625,625
S,"Part Sale",3177656JP-1,BUY,,,9,0,3177656JP-1,147,1,14.3,9007,"Delta Air Lines, Inc.",DALI1,_,10/6/2009,10/6/2009,_,NE,,147,1323,1323
S,"Part Sale",5823512JP-101,BUY,,,1,0,5823512JP-101,288,1,71,9006,"Delta Air Lines, Inc.",DALI1,_,10/6/2009,10/6/2009,_,NE,,288,288,288
S,"Part Sale",3179816JP-1,BUY,,,15,0,3179816JP-1,114,1,32,9005,"Delta Air Lines, Inc.",DALI1,_,10/6/2009,10/6/2009,_,NE,,114,1710,1710
S,"Part Sale",2793913JP-101,BUY,,,1,0,2793913JP-101,159,1,15.4,9009,"Perform Air International",PAI1,_,10/6/2009,10/6/2009,_,NE,,159,159,159
S,"Part Sale",887346JP,BUY,,,1,0,887346JP,219,1,109,9015,"Aviatron Inc.",AVII,_,10/7/2009,10/7/2009,_,NE,,219,219,219
S,"Part Sale",887347JP,BUY,,,1,0,887347JP,255,1,84,9015,"Aviatron Inc.",AVII,_,10/7/2009,10/7/2009,_,NE,,255,255,255
S,"Part Sale",887348JP,BUY,,,1,0,887348JP,255,1,84,9015,"Aviatron Inc.",AVII,_,10/7/2009,10/7/2009,_,NE,,255,255,255
S,"Part Sale",887349JP,BUY,,,1,0,887349JP,167,1,0,9015,"Aviatron Inc.",AVII,_,10/7/2009,10/7/2009,_,NE,,167,167,167
S,"Part Sale",887350JP,BUY,,,1,0,887350JP,167,1,0,9015,"Aviatron Inc.",AVII,_,10/7/2009,10/7/2009,_,NE,,167,167,167
S,"Part Sale",88373A,BUY,,,1,0,88373A,621,1,399,9017,"Skywest Airlines",SKYW,_,10/7/2009,10/9/2009,_,NE,,621,621,621
S,"Part Sale",887351JP,BUY,,,1,0,887351JP,167,1,84,9015,"Aviatron Inc.",AVII,_,10/7/2009,10/7/2009,_,NE,,167,167,167
S,"Part Sale",601R41450JP-9,BUY,,,3,0,601R41450JP-9,195,1,65.77,9016,"Skywest Airlines",SKYW,_,10/7/2009,10/9/2009,_,NE,,195,585,585
S,"Part Sale",3179408JP-2,BUY,,,1,0,3179408JP-2,1588,1,567.37,9018,"Summit Accessory Services, Inc",SASI1,_,10/7/2009,10/7/2009,_,NE,,1588,1588,1588
S,"Part Sale",3179414JP-1,BUY,,,1,0,3179414JP-1,2577,1,404.61,9018,"Summit Accessory Services, Inc",SASI1,_,10/7/2009,10/7/2009,_,NE,,2577,2577,2577
S,"Part Sale",3179515JP-1,BUY,,,1,0,3179515JP-1,1889,1,99.37,9018,"Summit Accessory Services, Inc",SASI1,_,10/7/2009,10/7/2009,_,NE,,1889,1889,1889
S,"Part Sale",88373A,BUY,,,1,0,88373A,749,1,399,9019,Comair,COMAIR,_,10/7/2009,10/8/2009,_,NE,,749,749,749
S,"Part Sale",APM3864070-503,BUY,,,4,0,APM3864070-503,235,1,160,9019,Comair,COMAIR,_,10/7/2009,10/8/2009,_,NE,,235,940,940
S,"Part Sale",3173777JP-2,BUY,,,2,0,3173777JP-2,107,1,60,9020,"AE&C Services",AS1,_,10/7/2009,10/7/2009,_,NE,,107,214,214
S,"Part Sale",P00324,BUY,,,15,0,P00324,26.5,1,12.86,9021,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,,26.5,397.5,397.5
S,"Part Sale",729230JP,BUY,,,1,0,729230JP,572,1,165.11,9022,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,,572,572,572
S,"Part Sale",P00022,BUY,,,4,4,P00022,133,1,85.5,9023,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,,_,NE,X,133,532,532
S,"Part Sale",729234JP,BUY,,,4,0,729234JP,570,1,176.35,9024,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,X,570,2280,2280
S,"Part Sale",728908JP,BUY,,,6,0,728908JP,575,1,122.97,9025,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,,575,3450,3450
S,"Part Sale",5823512JP-101,BUY,,,1,0,5823512JP-101,288,1,71,9026,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,,288,288,288
S,"Part Sale",3179816JP-1,BUY,,,6,0,3179816JP-1,114,1,32,9027,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,,114,684,684
S,"Part Sale",5883174JP-101,BUY,,,1,0,5883174JP-101,216,1,8.43,9028,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,,216,216,216
S,"Part Sale",3238470JP-21,BUY,,,6,0,3238470JP-21,2028,1,0,9029,"AAR  Amsterdam",A18,_,10/7/2009,,_,NE,X,2028,12168,12168
S,"Part Sale",3238470JP-23,BUY,,,5,0,3238470JP-23,101,1,25.64,9029,"AAR  Amsterdam",A18,_,10/7/2009,10/8/2009,_,NE,X,101,505,505
S,"Part Sale",601R21145JP-1,BUY,,,3,0,601R21145JP-1,125,1,52.4,9030,"Pinnacle Airlines",PINA,_,10/7/2009,10/8/2009,_,NE,,125,375,375
S,"Part Sale",540-1848JP-1,BUY,,,5,5,540-1848JP-1,315,1,98.75,9031,"Lufthansa Technik",LT1,_,10/7/2009,,_,NE,X,315,1575,1575
S,"Part Sale",3163268JP-4,BUY,,,4,0,3163268JP-4,155,1,44,9032,"Accessory Technologies Corporation",ATC,_,10/7/2009,10/8/2009,_,NE,,155,620,620
S,"Part Sale",297033JP,BUY,,,2,0,297033JP,119,1,33.78,9033,"Future Aviation Inc.",FAI,_,10/7/2009,10/8/2009,_,NE,,119,238,238
M,"Credit Memo",3504845JP-1,BUY,,,-2,0,3504845JP-1,4986,1,349.2,8819,"Delta Air Lines, Inc.",DALI1,_,10/7/2009,10/7/2009,_,NE,,4986,-9972,-9972
S,"Part Sale",88373A,BUY,,,1,0,88373A,749,1,399,9012,Comair,COMAIR,_,10/7/2009,10/8/2009,_,NE,,749,749,749
S,"Part Sale",M6500AC-40,BUY,,,8,0,M6500AC-40,66,1,39.5,9013,Comair,COMAIR,_,10/7/2009,10/8/2009,_,NE,,66,528,528
S,"Part Sale",APM3864070-503,BUY,,,10,0,APM3864070-503,235,1,160,9014,Comair,COMAIR,_,10/7/2009,10/8/2009,_,NE,,235,2350,2350
S,"Part Sale",SYLC1532FA,BUY,,,2,0,SYLC1532FA,350,1,264.25,9034,"Accessory Technologies Corporation",ATC,_,10/8/2009,10/8/2009,_,NE,,350,700,700
S,"Part Sale",728908JP,BUY,,,8,0,728908JP,575,1,122.97,9035,"Delta Air Lines, Inc.",DALI1,_,10/8/2009,10/9/2009,_,NE,X,575,4600,4600
S,"Part Sale",KJB991303V,BUY,,,3,0,KJB991303V,38.74,1,21.25,9038,Comair,COMAIR,_,10/8/2009,10/14/2009,_,NE,,38.74,116.22,116.22
S,"Part Sale",3179816JP-1,BUY,,,6,0,3179816JP-1,114,1,32,9037,"Delta Air Lines, Inc.",DALI1,_,10/8/2009,10/8/2009,_,NE,,114,684,684
S,"Part Sale",3179818JP-1,BUY,,,3,0,3179818JP-1,270,1,26.5,9036,"Delta Air Lines, Inc.",DALI1,_,10/8/2009,10/8/2009,_,NE,,270,810,810
S,"Part Sale",3163268JP-9,BUY,,,15,15,3163268JP-9,200,1,32,9039,"Lufthansa Technik",LT1,_,10/9/2009,,_,NE,X,200,3000,3000
S,"Part Sale",3183387JP-1,BUY,,,15,15,3183387JP-1,550,1,80.61,9040,"Lufthansa Technik",LT1,_,10/9/2009,,_,NE,X,550,8250,8250
S,"Part Sale",601R41450JP-9,BUY,,,6,0,601R41450JP-9,195,1,65.77,9041,"Skywest Airlines",SKYW,_,10/9/2009,10/13/2009,_,NE,,195,1170,1170
S,"Part Sale",88373A,BUY,,,1,1,88373A,621,1,399,9042,"Skywest Airlines",SKYW,_,10/9/2009,,_,NE,X,621,621,621
S,"Part Sale",88373A,BUY,,,1,1,88373A,621,1,399,9042,"Skywest Airlines",SKYW,_,10/9/2009,,_,NE,X,621,621,621
S,"Part Sale",749094JP-1,BUY,,,2,0,749094JP-1,147,1,36,9046,"Aero Technologies, LLC",ATL1,_,10/9/2009,10/9/2009,_,NE,,147,294,294
S,"Part Sale",S5574-1,BUY,,,35,28,S5574-1,30,1,20.5,9044,Comair,COMAIR,_,10/9/2009,,_,NE,X,30,1050,1050
S,"Part Sale",3163268JP-4,BUY,,,6,0,3163268JP-4,155,1,44,9045,"Accessory Technologies Corporation",ATC,_,10/9/2009,10/9/2009,_,NE,,155,930,930
S,"Part Sale",5750140FA,BUY,,,4,0,5750140FA,450,1,339.75,9045,"Accessory Technologies Corporation",ATC,_,10/9/2009,10/9/2009,_,NE,,450,1800,1800
S,"Part Sale",2047168-8FA,BUY,,,6,0,2047168-8FA,159,1,127.6,9046,"Aero Technologies, LLC",ATL1,_,10/9/2009,10/9/2009,_,NE,,159,954,954
S,"Part Sale",3163268JP-9,BUY,,,1,0,3163268JP-9,295,1,32,9043,"Atlas Aerospace Accessories, Inc.",AAAI1,_,10/9/2009,10/12/2009,_,NE,,295,295,295
S,"Part Sale",3168988JP-8,BUY,,,4,4,3168988JP-8,1607,1,1823.53,9047,"American Airlines, INC",AAIR,_,10/12/2009,,_,NE,X,1607,6428,6428
S,"Part Sale",3507487JP-1,BUY,,,20,20,3507487JP-1,38,1,20.75,9048,"Lufthansa Technik",LT1,_,10/12/2009,,_,NE,X,38,760,760
S,"Part Sale",3170426JP-2,BUY,,,1,0,3170426JP-2,1495,1,219.87,9043,"Atlas Aerospace Accessories, Inc.",AAAI1,_,10/12/2009,10/12/2009,_,NE,,1495,1495,1495
S,"Part Sale",3183387JP-1,BUY,,,1,0,3183387JP-1,725,1,80.61,9043,"Atlas Aerospace Accessories, Inc.",AAAI1,_,10/12/2009,10/12/2009,_,NE,,725,725,725
S,"Part Sale",3175956JP-3,BUY,,,1,0,3175956JP-3,1654,1,241.68,9049,"American Cooler Service, Inc",ACSI1,_,10/12/2009,10/12/2009,_,NE,,1654,1654,1654
S,"Part Sale",624912JP,BUY,,,1,0,624912JP,14.95,1,1.06,9052,"Northwings Accessories Corp.",NA1,_,10/12/2009,10/12/2009,_,NE,,14.95,14.95,14.95
S,"Part Sale",3175956JP-3,BUY,,,5,0,3175956JP-3,1749,1,241.68,9050,"Japan Airlines Int. Co., Ltd.",JAICL1,_,10/12/2009,10/12/2009,_,NE,,1749,8745,8745
S,"Part Sale",3238470JP-27,BUY,,,4,0,3238470JP-27,209,1,20.04,9054,"Accessory Technologies Corporation",ATC,_,10/12/2009,10/14/2009,_,NE,X,209,836,836
S,"Part Sale",3238470JP-23,BUY,,,2,0,3238470JP-23,125,1,25.64,9054,"Accessory Technologies Corporation",ATC,_,10/12/2009,10/14/2009,_,NE,X,125,250,250
S,"Part Sale",624912JP,BUY,,,1,0,624912JP,14.95,1,1.06,9052,"Northwings Accessories Corp.",NA1,_,10/12/2009,10/12/2009,_,NE,,14.95,14.95,14.95
S,"Part Sale",3238470JP-23,BUY,,,3,0,3238470JP-23,122,1,25.64,9052,"Northwings Accessories Corp.",NA1,_,10/12/2009,10/12/2009,_,NE,,122,366,366
S,"Part Sale",3179816JP-1,BUY,,,4,0,3179816JP-1,109,1,32,9049,"American Cooler Service, Inc",ACSI1,_,10/12/2009,10/12/2009,_,NE,,109,436,436
S,"Part Sale",974345JP,BUY,,,6,0,974345JP,69,1,0.55,9063,"Thrust-Tech Aviation, Inc.",TAI1,_,10/13/2009,10/13/2009,_,NE,,69,414,414
S,"Part Sale",3029021JP-001,BUY,,,5,0,3029021JP-001,67,1,0.36,9063,"Thrust-Tech Aviation, Inc.",TAI1,_,10/13/2009,10/13/2009,_,NE,,67,335,335
S,"Part Sale",887299JP,BUY,,,1,0,887299JP,124,1,54,9064,"Future Aviation Inc.",FAI,_,10/13/2009,10/13/2009,_,NE,,124,124,124
S,"Part Sale",452T1632JP-10,BUY,,,3,0,452T1632JP-10,656,1,113.82,9065,"Aveos Fleet Performance Inc.",ACTS1,_,10/13/2009,10/13/2009,_,NE,,656,1968,1968
S,"Part Sale",5907658JP,BUY,,,22,0,5907658JP,130,1,57.8,9066,"Delta Air Lines, Inc.",DALI1,_,10/13/2009,10/13/2009,_,NE,,130,2860,2860
S,"Part Sale",3181634JP-1,BUY,,,1,0,3181634JP-1,1395,1,240.21,9067,"Aviation Representatives",AR2,_,10/13/2009,10/13/2009,_,NE,,1395,1395,1395
S,"Part Sale",757485AVS,BUY,,,3,0,757485AVS,500,1,218,9068,"Delta Air Lines, Inc.",DALI1,_,10/13/2009,10/13/2009,_,NE,,500,1500,1500
S,"Part Sale",3163666JP-4,BUY,,,1,0,3163666JP-4,95,1,28,9069,"Paz Aviation",PA1,_,10/13/2009,10/13/2009,_,NE,,95,95,95
S,"Part Sale",3238470JP-21,BUY,,,1,0,3238470JP-21,2684,1,0,9054,"Accessory Technologies Corporation",ATC,_,10/13/2009,,_,NE,X,2684,2684,2684
S,"Part Sale",341659JP,BUY,,,1,0,341659JP,809,1,88.64,9070,"AAR Aircraft Components Services",AACS2,_,10/13/2009,10/13/2009,_,NE,,809,809,809
S,"Part Sale",10-900-17A-2,BUY,,,2,0,10-900-17A-2,31,1,22.25,9071,Comair,COMAIR,_,10/13/2009,10/14/2009,_,NE,,31,62,62
S,"Part Sale",10-900-28A-2,BUY,,,2,0,10-900-28A-2,48.5,1,39.5,9071,Comair,COMAIR,_,10/13/2009,10/14/2009,_,NE,,48.5,97,97
S,"Part Sale",405243JP,BUY,,,3,0,405243JP,77,1,19.95,9072,"Thrust-Tech Aviation, Inc.",TAI1,_,10/13/2009,10/13/2009,_,NE,,77,231,231
S,"Part Sale",3235901JP-4,BUY,,,1,0,3235901JP-4,5195,1,666.25,9055,"GA Telesis CR Group SE, LLC",CW1,_,10/13/2009,10/13/2009,_,NE,,5195,5195,5195
S,"Part Sale",947782JP-1,BUY,,,24,24,947782JP-1,126,1,20.35,9056,"Delta Air Lines, Inc.",DALI1,_,10/13/2009,,_,NE,X,126,3024,3024
S,"Part Sale",3238470JP-27,BUY,,,15,0,3238470JP-27,170,1,20.04,9057,"Northwings Accessories Corp.",NA1,_,10/13/2009,10/13/2009,_,NE,,170,2550,2550
S,"Part Sale",3238470JP-23,BUY,,,5,0,3238470JP-23,122,1,25.64,9057,"Northwings Accessories Corp.",NA1,_,10/13/2009,10/13/2009,_,NE,,122,610,610
S,"Part Sale",2047168-8FA,BUY,,,4,0,2047168-8FA,159,1,127.6,9058,"Aero Technologies, LLC",ATL1,_,10/13/2009,10/13/2009,_,NE,,159,636,636
S,"Part Sale",3174501JP-1,BUY,,,50,50,3174501JP-1,155,1,77.95,9059,"Lufthansa Technik",LT1,_,10/13/2009,,_,NE,X,155,7750,7750
S,"Part Sale",858886JP-42,BUY,,,100,100,858886JP-42,82,1,36,9060,"Lufthansa Technik",LT1,_,10/13/2009,,_,NE,X,82,8200,8200
S,"Part Sale",540-1621JP-1,BUY,,,5,5,540-1621JP-1,749,1,66.69,9061,"Lufthansa Technik",LT1,_,10/13/2009,,_,NE,X,749,3745,3745
S,"Part Sale",624912JP,BUY,,,5,0,624912JP,14.95,1,1.06,9063,"Thrust-Tech Aviation, Inc.",TAI1,_,10/13/2009,10/13/2009,_,NE,,14.95,74.75,74.75
S,"Part Sale",3181768JP-1,BUY,,,100,0,3181768JP-1,392,1,0,9073,"Lufthansa Technik",LT1,_,10/14/2009,,_,NE,X,392,39200,39200
S,"Part Sale",3163268JP-4,BUY,,,9,9,3163268JP-4,155,1,44,9088,"Aerotron Airpower",AA2,_,10/14/2009,,_,NE,X,155,1395,1395
S,"Part Sale",601R21145JP-2,BUY,,,4,4,601R21145JP-2,135,1,53.9,9075,"Pinnacle Airlines",PINA,_,10/14/2009,,_,NE,X,135,540,540
S,"Part Sale",740925JP-6,BUY,,,4,4,740925JP-6,81,1,6.5,9076,"Aero Technologies, LLC",ATL1,_,10/14/2009,,_,NE,X,81,324,324
S,"Part Sale",348024JP,BUY,,,10,10,348024JP,44,1,0.46,9077,"Thrust-Tech Aviation, Inc.",TAI1,_,10/14/2009,,_,NE,X,44,440,440
S,"Part Sale",890571JP,BUY,,,5,5,890571JP,95,1,4.76,9077,"Thrust-Tech Aviation, Inc.",TAI1,_,10/14/2009,,_,NE,X,95,475,475
S,"Part Sale",601R21145JP-1,BUY,,,5,5,601R21145JP-1,125,1,52.4,9078,"Skywest Airlines",SKYW,_,10/14/2009,,_,NE,X,125,625,625
S,"Part Sale",95D94-1FA,BUY,,,1,1,95D94-1FA,250,1,188.75,9079,"Accessory Technologies Corporation",ATC,_,10/14/2009,,_,NE,X,250,250,250
S,"Part Sale",95D94-2FA,BUY,,,1,1,95D94-2FA,250,1,188.75,9079,"Accessory Technologies Corporation",ATC,_,10/14/2009,,_,NE,X,250,250,250
S,"Part Sale",3175956JP-3,BUY,,,5,5,3175956JP-3,1749,1,241.68,9062,"Japan Airlines Int. Co., Ltd.",JAICL1,_,10/14/2009,,_,NE,X,1749,8745,8745
S,"Part Sale",569743JP,BUY,,,1,1,569743JP,334,1,96.65,9080,"Delta Air Lines, Inc.",DALI1,_,10/14/2009,,_,NE,X,334,334,334
S,"Part Sale",P00359,BUY,,,13,13,P00359,26,1,20,9081,"Delta Air Lines, Inc.",DALI1,_,10/14/2009,,_,NE,X,26,338,338
S,"Part Sale",88373A,BUY,,,3,3,88373A,550,1,399,9082,"Pinnacle Airlines",PINA,_,10/14/2009,,_,NE,X,550,1650,1650
S,"Part Sale",3235901JP-4,BUY,,,5,5,3235901JP-4,3495,1,666.25,9083,"Southern Aeroparts - Ametek",SA1,_,10/14/2009,,_,NE,X,3495,17475,17475
S,"Part Sale",228-50915-103JP,BUY,,,30,30,228-50915-103JP,20.8,1,6.96,9084,Comair,COMAIR,_,10/14/2009,,_,NE,X,20.8,624,624
S,"Part Sale",2793916JP-101,BUY,,,1,1,2793916JP-101,585,1,39.16,9085,"Aveos Fleet Performance Inc.",ACTS1,_,10/14/2009,,_,NE,X,585,585,585
S,"Part Sale",3177934JP-1,BUY,,,8,8,3177934JP-1,355,1,77.25,9089,"Avborne Accessory Group, Inc.",AAGI1,_,10/14/2009,,_,NE,X,355,2840,2840
S,"Part Sale",88373A,BUY,,,2,2,88373A,795,1,399,9090,"Mesa Airlines",MA3,_,10/14/2009,,_,NE,X,795,1590,1590
S,"Part Sale",3234178JP-2,BUY,,,2,2,3234178JP-2,225,1,33,9086,"Aerotron Airpower",AA2,_,10/14/2009,,_,NE,X,225,450,450
S,"Part Sale",3234178JP-2,BUY,,,2,2,3234178JP-2,225,1,33,9087,"Aerotron Airpower",AA2,_,10/14/2009,,_,NE,X,225,450,450
S,"Part Sale",3171680JP-1,BUY,,,25,25,3171680JP-1,194,1,35.25,9074,"Lufthansa Technik",LT1,_,10/14/2009,,_,NE,X,194,4850,4850
